H,e,a,q,i,om,w,ma,ad,n,per,moid,albedo
16.25,0.1858,2.92,2.377,5.33,326.97,305.36,287.06,3.46,0.1976,1820,1.37,0.152287972
17.9,0.0589,2.552,2.401,17.54,89.89,47.45,242.07,2.7,0.2418,1490,1.44,0.144695908
16.32,0.0941,3.165,2.867,9.16,26.94,323.22,324.13,3.46,0.1751,2060,1.87,0.132931383
16.98,0.3536,2.769,1.79,19.49,20.63,289.03,343.81,3.75,0.2139,1680,0.88,0.129313671
17.5,0.0518,2.259,2.142,3.43,130.74,70,153.52,2.38,0.2904,1240,1.14,0.133294566
17.28,0.1419,2.983,2.559,10.91,337.93,112.19,348.38,3.41,0.1913,1880,1.6,0.133906716
17.27,0.1595,2.322,1.952,4.48,29.05,39.2,306.32,2.69,0.2786,1290,0.968,0.148120775
18.01,0.1188,2.716,2.394,5.22,32.52,16.51,340.85,3.04,0.2202,1640,1.4,0.13201896
17.88,0.1586,2.397,2.017,9.69,224.32,293.51,128.07,2.78,0.2655,1360,1.05,0.149309912
17.86,0.2431,2.334,1.767,3.49,79.4,285.89,330.61,2.9,0.2764,1300,0.769,0.133592702
17.8,0.1577,2.365,1.992,2.27,162.51,23.02,292.26,2.74,0.271,1330,0.994,0.129768248
15.97,0.1004,2.593,2.332,1.98,50.77,73.35,16.66,2.85,0.2361,1520,1.35,0.128596791
18.62,0.1869,2.254,1.832,2.43,283.1,156.93,186.47,2.67,0.2913,1240,0.848,0.139459462
17,0.2005,3.149,2.517,14.75,54.83,27.33,98.59,3.78,0.1764,2040,1.54,0.143231101
17.94,0.1584,2.652,2.232,15.29,118.59,14.24,137.85,3.07,0.2282,1580,1.25,0.153233629
18.8,0.1629,2.382,1.994,2.45,190.29,32.83,285.59,2.77,0.2682,1340,0.986,0.152321495
16.69,0.0752,2.732,2.527,3.13,217,67.79,168.21,2.94,0.2183,1650,1.51,0.133402055
19.4,0.2972,2.229,1.567,6.36,166.22,164.88,132.75,2.89,0.2961,1220,0.558,0.132535305
17.35,0.0316,2.759,2.672,5.22,115.05,128.12,87.84,2.85,0.2151,1670,1.66,0.141423879
16.85,0.1245,2.293,2.008,4.7,211.67,224.25,347.98,2.58,0.2838,1270,1.03,0.151523074
16.7,0.1268,2.859,2.497,10.62,194.92,113.93,96.74,3.22,0.2038,1770,1.51,0.144100375
18.3,0.2145,2.323,1.825,3.23,141.13,271.75,291.2,2.82,0.2784,1290,0.839,0.14393922
15.98,0.1512,2.576,2.186,8.29,70.26,53.64,126.6,2.97,0.2384,1510,1.21,0.13861212
17.14,0.068,1.968,1.835,23.81,87.08,112.31,126.78,2.1,0.3569,1010,0.88,0.15008828
16.3,0.0846,3.097,2.835,10.18,189.3,75.2,228.91,3.36,0.1808,1990,1.84,0.14187025
17.05,0.0341,2.281,2.204,6.14,109.19,85.07,293.97,2.36,0.286,1260,1.21,0.143993702
18.06,0.1223,2.288,2.008,8.37,41.81,46.4,161.79,2.57,0.2847,1260,1.03,0.155152721
17.98,0.1103,2.406,2.14,7.53,176.48,306.75,300.36,2.67,0.2641,1360,1.17,0.149927491
17.8,0.1102,2.831,2.519,3.27,111.86,206,114.3,3.14,0.2069,1740,1.51,0.125870562
16.5,0.0742,3.229,2.99,11.44,321.6,288.51,326.73,3.47,0.1698,2120,2,0.143544737
19.2,0.2102,2.542,2.008,1.75,277.72,117.63,199.17,3.08,0.2432,1480,1.02,0.133355547
18.8,0.0841,2.264,2.073,5.62,170.93,257.16,170.33,2.45,0.2894,1240,1.1,0.157212487
15.04,0.1044,2.932,2.626,2.55,156.99,240.54,341.95,3.24,0.1963,1830,1.63,0.141071479
16.83,0.1075,2.671,2.384,3.76,29.62,267.4,206.35,2.96,0.2258,1590,1.37,0.149463753
18.4,0.2069,2.655,2.106,6.28,104.06,337.38,49.87,3.2,0.2278,1580,1.25,0.157535388
16.76,0.1087,2.606,2.323,15.52,138.29,295.47,38.27,2.89,0.2342,1540,1.38,0.146457374
17.6,0.1809,2.205,1.806,2.77,235.28,204.55,77.5,2.6,0.3011,1200,0.822,0.143439127
17.96,0.0605,1.94,1.823,22.99,55.46,139.85,106.36,2.06,0.3647,987,0.834,0.154656038
18.2,0.1204,2.599,2.286,5.62,246.49,162,249.01,2.91,0.2353,1530,1.3,0.137384473
17.39,0.2057,2.564,2.036,3.66,68.95,353.61,170.58,3.09,0.2401,1500,1.05,0.132239015
16.4,0.0689,2.628,2.447,13.36,154.33,306.1,91.13,2.81,0.2313,1560,1.49,0.139067289
16.28,0.1913,2.283,1.847,6.43,41.42,323.52,168.41,2.72,0.2857,1260,0.85,0.142132166
17.54,0.085,2.691,2.462,8.08,96.42,171.4,351.13,2.92,0.2233,1610,1.45,0.147146327
16.1,0.1293,3.191,2.779,13.78,235.87,354,290.28,3.6,0.1729,2080,1.77,0.138086153
18.37,0.1521,2.33,1.975,3.09,83.06,70.84,22.57,2.68,0.2772,1300,0.988,0.1413332
18.9,0.1674,2.353,1.959,2.28,110.72,307.1,187.78,2.75,0.273,1320,0.972,0.1413806
16.68,0.1176,2.653,2.341,2.21,227.04,126.95,132.99,2.96,0.2281,1580,1.34,0.1390849
18.54,0.1465,2.28,1.946,1.05,134.58,335.6,262.23,2.61,0.2862,1260,0.963,0.131721436
18,0.186,2.439,1.985,0.59,315.33,91.23,154.8,2.89,0.2588,1390,0.995,0.145554014
14.95,0.187,2.591,2.106,8.69,117.39,179.88,111.22,3.08,0.2364,1520,1.09,0.128782201
18.77,0.1162,2.267,2.004,5.58,151.98,94.94,117.78,2.53,0.2887,1250,1,0.147232474
18.7,0.1369,2.207,1.905,7.01,327.7,37.36,35.82,2.51,0.3006,1200,0.908,0.146605367
17.56,0.1281,3.097,2.7,11.56,354.07,296.94,70.11,3.49,0.1809,1990,1.71,0.128583448
18.45,0.0874,2.219,2.025,2.67,166.84,355.13,245.19,2.41,0.2983,1210,1.03,0.141498217
16.6,0.0984,3.158,2.847,16.35,282.45,103.5,312.65,3.47,0.1756,2050,1.91,0.138771869
17.6,0.2361,2.687,2.053,14.87,57.31,7.19,81.37,3.32,0.2238,1610,1.07,0.134438753
16.78,0.1527,2.643,2.239,2.26,325.4,49.29,149.24,3.05,0.2294,1570,1.24,0.158922862
17.66,0.0852,2.79,2.552,3.25,314.47,60.19,351.64,3.03,0.2115,1700,1.56,0.144561414
16.8,0.2086,2.897,2.293,12.07,195.3,165.91,201.2,3.5,0.1999,1800,1.29,0.152835526
17.51,0.1326,2.448,2.124,1.63,243.6,345.03,144.53,2.77,0.2573,1400,1.11,0.136043867
26.1,0.6509,2.714,0.948,3.62,202.3,200.66,353.61,4.48,0.2204,1630,0.00946,0.154431366
16.97,0.3044,2.747,1.911,25.25,189.51,233.02,210.73,3.58,0.2165,1660,1,0.1265354
18.2,0.1382,2.983,2.571,7.22,280.62,63.43,23.31,3.4,0.1913,1880,1.57,0.135830991
17.2,0.1286,2.903,2.53,5.44,177.09,219.45,279.08,3.28,0.1993,1810,1.54,0.144762081
24,0.3328,1.422,0.949,11.15,283.01,76.37,288.02,1.89,0.5814,619,0.087,0.137577773
16.7,0.0771,3.092,2.854,14.96,214.05,274.94,10.11,3.33,0.1813,1990,1.92,0.127030814
17.8,0.1565,2.612,2.203,4.89,192.27,92.52,251.15,3.02,0.2335,1540,1.19,0.135054525
18,0.0898,2.686,2.444,8.08,323.53,94.68,169.54,2.93,0.2239,1610,1.47,0.127098645
17.13,0.2446,2.607,1.969,14.66,12.42,192.4,18.88,3.24,0.2342,1540,0.969,0.150976198
17.25,0.2414,3.131,2.375,4.72,283.59,356.98,96.68,3.89,0.1779,2020,1.36,0.144509561
16.91,0.1699,2.292,1.903,6.51,48.21,237.08,186.48,2.68,0.284,1270,0.897,0.149348158
17.7,0.042,2.734,2.619,6.91,98.03,265.66,195.71,2.85,0.2181,1650,1.63,0.124313563
17.12,0.1521,3.21,2.722,9.33,186.17,141.63,35.76,3.7,0.1714,2100,1.72,0.133636775
18.66,0.0539,2.189,2.071,4.03,142.52,358.72,309.74,2.31,0.3043,1180,1.08,0.143037943
17.3,0.1001,2.351,2.116,6.16,308.32,104.26,291.96,2.59,0.2733,1320,1.14,0.139006977
17.3,0.068,2.929,2.73,12.43,28.94,351.47,206.55,3.13,0.1966,1830,1.73,0.140410005
16.67,0.0845,2.896,2.651,9.02,182.55,208.4,169.54,3.14,0.2,1800,1.66,0.157994824
8,0.0976,41.58,37.519,21,222.43,220.84,324.87,45.64,0.003676,97900,36.6,0.141132469
17.01,0.0759,2.864,2.647,2.53,42.87,297.4,67.92,3.08,0.2033,1770,1.64,0.142488663
17.44,0.0707,2.868,2.666,3.07,71.22,264.77,289.69,3.07,0.2029,1770,1.66,0.129287407
17.4,0.1627,2.66,2.227,13.01,164.36,170.49,104.04,3.09,0.2272,1580,1.22,0.142103286
18.32,0.1178,2.737,2.415,14.51,166.94,168.48,213.65,3.06,0.2176,1650,1.41,0.126374925
15.74,0.0359,2.927,2.821,10.87,283.25,144.45,81.09,3.03,0.1969,1830,1.84,0.146847464
18.04,0.0913,2.202,2.001,2.38,338.71,222.98,23.77,2.4,0.3016,1190,0.999,0.148556241
17.3,0.0583,2.721,2.563,4.17,329.25,270.98,174.34,2.88,0.2196,1640,1.56,0.122551631
17.3,0.1067,2.714,2.424,10.08,70.35,239.8,216.64,3,0.2205,1630,1.43,0.129816641
17.5,0.1557,3.155,2.664,4.94,28.58,311.65,37.56,3.65,0.1759,2050,1.66,0.129033016
19.26,0.115,2.211,1.957,4.44,252.85,312.98,159.78,2.47,0.2998,1200,0.956,0.151500108
15,0.2314,3.092,2.377,19.95,319.21,359.13,248.87,3.81,0.1813,1990,1.36,0.134059144
18.8,0.1002,2.263,2.036,2.42,44.49,314.02,129.93,2.49,0.2895,1240,1.03,0.136669556
21.27,0.7946,1.956,0.402,1.57,282.09,50.09,19.42,3.51,0.3604,999,0.00937,0.134431215
16.77,0.1055,3.097,2.77,12.52,129.07,194.82,58.18,3.42,0.1809,1990,1.76,0.154139449
16.2,0.0756,2.973,2.748,13.28,211.16,67.08,184.92,3.2,0.1923,1870,1.77,0.140385807
16.61,0.09,2.77,2.521,9.29,359.99,163.61,254.71,3.02,0.2138,1680,1.53,0.133209271
18.9,0.2281,2.629,2.029,14.6,116.03,334.99,271.46,3.23,0.2313,1560,1.05,0.15302316
17.08,0.1725,2.321,1.921,3.34,99.39,94.25,142.57,2.72,0.2786,1290,0.924,0.147228415
18.03,0.189,2.733,2.216,8.37,47.11,31.84,164.51,3.25,0.2182,1650,1.24,0.138649524
18.9,0.2092,2.294,1.814,1.67,224.33,169.26,4.36,2.77,0.2837,1270,0.821,0.138775342
15.95,0.0706,3.122,2.901,8.44,321.42,125.57,165.73,3.34,0.1787,2010,1.93,0.132413865
16.5,0.0976,3.068,2.768,9.99,45.36,322.12,63.66,3.37,0.1835,1960,1.78,0.127730738
16.14,0.1964,2.628,2.112,13.5,192.89,28.33,24.97,3.14,0.2314,1560,1.12,0.152000312
16.79,0.0928,2.707,2.456,6.5,5.73,276.05,351.71,2.96,0.2212,1630,1.45,0.148106933
16.79,0.1868,2.584,2.102,13.71,315.11,352.93,66.54,3.07,0.2372,1520,1.09,0.12594949
18,0.2655,2.746,2.017,9.74,288.98,58.88,257.76,3.47,0.2166,1660,1.03,0.138721902
17.03,0.1789,3.029,2.487,10.2,224.84,272.86,68.15,3.57,0.187,1930,1.53,0.133326196
15.32,0.144,3.059,2.618,10.06,345.84,69.89,236.01,3.5,0.1843,1950,1.65,0.138140325
17.51,0.1304,2.586,2.249,15.13,158.42,181.7,59.95,2.92,0.237,1520,1.24,0.159238963
16.83,0.0394,2.562,2.462,4.83,355.33,289.2,32.62,2.66,0.2403,1500,1.45,0.147902727
16.42,0.1616,2.877,2.412,5.68,108.94,51.41,83.51,3.34,0.202,1780,1.43,0.146968798
16.28,0.1558,2.864,2.418,11.91,336.5,316.47,332.17,3.31,0.2033,1770,1.42,0.133726002
18.2,0.1618,2.639,2.212,3.8,339.18,11.73,345.55,3.07,0.2299,1570,1.21,0.123944175
17.36,0.0603,2.694,2.532,5.73,336.6,17.44,292.41,2.86,0.2229,1620,1.53,0.126851164
16.26,0.1415,2.914,2.502,0.97,228.61,130.55,134.06,3.33,0.1982,1820,1.5,0.132212645
18.7,0.2884,2.702,1.923,5.65,222.04,129.04,240.98,3.48,0.2219,1620,0.924,0.14678239
25,0.6193,2.637,1.004,3.9,172.69,202.26,354.08,4.27,0.2302,1560,0.0152,0.15459569
16.06,0.1022,2.548,2.287,5.4,80.95,158.17,114.05,2.81,0.2424,1490,1.28,0.13629655
18.31,0.1461,2.545,2.173,2.49,140.63,198.68,49.22,2.92,0.2428,1480,1.17,0.114570108
17.2,0.1444,2.766,2.366,8.39,257.3,2.13,243.42,3.16,0.2143,1680,1.35,0.130808055
17.5,0.0978,2.647,2.388,5.67,337.32,8.38,168.48,2.91,0.2289,1570,1.38,0.136013117
16.5,0.1712,3.024,2.506,11.3,316.55,316.1,279.67,3.54,0.1874,1920,1.51,0.15433623
18.24,0.143,2.244,1.923,4.21,61.69,53.94,118.2,2.56,0.2932,1230,0.943,0.134206661
17.31,0.1033,2.867,2.571,8.1,317.25,89.83,345.54,3.16,0.203,1770,1.6,0.134899846
17.86,0.0738,1.947,1.804,19.58,233.31,180.01,273.39,2.09,0.3627,993,0.815,0.143042047
17.09,0.182,2.762,2.26,4.59,227.02,165.38,9.97,3.27,0.2147,1680,1.27,0.120770571
15.71,0.1786,2.69,2.21,9.53,340.59,224.58,49.43,3.17,0.2234,1610,1.22,0.143625217
15.62,0.1839,2.454,2.003,3.22,139.5,255.29,287.56,2.91,0.2564,1400,1.01,0.124811381
15.85,0.1318,3.096,2.688,14.67,76.92,251.51,19.07,3.5,0.1809,1990,1.72,0.143949319
17.07,0.1636,3.101,2.594,8.35,150.1,121.72,108.35,3.61,0.1805,1990,1.59,0.142838948
17.39,0.1288,3.044,2.651,0.43,328.42,238.47,175.24,3.44,0.1856,1940,1.65,0.129419849
15.02,0.1136,2.839,2.517,11.39,291.71,90.24,87.97,3.16,0.206,1750,1.55,0.13644057
18.2,0.8748,2.629,0.329,62.27,342.39,274.22,349.38,4.93,0.2312,1560,0.24,0.13037486
18.7,0.1267,2.475,2.161,15.13,19.98,353.8,31.04,2.79,0.2531,1420,1.16,0.147871895
17.07,0.173,2.367,1.958,2.42,263.89,142.1,54.64,2.78,0.2706,1330,0.968,0.147868259
16.41,0.0733,3.073,2.848,11.24,126.37,224,20.36,3.3,0.1829,1970,1.85,0.137772889
24.1,0.4457,2.243,1.243,11.51,208.47,155.71,3.39,3.24,0.2934,1230,0.255,0.162824474
18.1,0.141,2.326,1.998,6.28,142.13,215.2,270.61,2.65,0.2778,1300,0.998,0.135162229
16.73,0.0777,2.39,2.205,5.76,204.61,12.59,108.18,2.58,0.2667,1350,1.2,0.126131091
17.41,0.0605,2.528,2.375,15.39,25.17,18.61,274.84,2.68,0.2452,1470,1.39,0.134768037
16.31,0.0987,2.993,2.697,10.57,45.31,270.76,43.21,3.29,0.1904,1890,1.71,0.143547255
17.17,0.0285,2.994,2.909,9.8,166.57,359.1,241.66,3.08,0.1902,1890,1.92,0.134901572
15.86,0.1162,3.207,2.834,6.95,94.26,68.26,265.88,3.58,0.1716,2100,1.85,0.141439655
17.09,0.0509,2.679,2.542,14.57,34.98,188.87,283.57,2.81,0.2248,1600,1.54,0.140619132
17.4,0.1076,2.277,2.032,5.07,118.6,45.9,153.38,2.52,0.2868,1260,1.04,0.131442943
17.38,0.127,2.348,2.049,6.48,338.91,355.53,324.77,2.65,0.274,1310,1.04,0.131399488
17.4,0.245,3.149,2.377,28.12,256.44,149.66,85.03,3.92,0.1764,2040,1.42,0.152114762
16.32,0.2279,3.18,2.456,13.5,285.15,210.14,284.07,3.91,0.1738,2070,1.48,0.130597543
16.8,0.2284,3.106,2.397,29.5,47.18,141.57,255.79,3.82,0.18,2000,1.44,0.146767508
27.9,0.1993,1.176,0.942,2.36,344.96,304.45,6.01,1.41,0.7729,466,0.00214,0.137502244
14.26,0.0341,2.883,2.785,2.25,151.85,46.81,353.5,2.98,0.2013,1790,1.78,0.144296717
16.97,0.1015,2.964,2.663,2.93,117,301.53,152.4,3.26,0.1932,1860,1.68,0.115525153
14.43,0.1385,2.857,2.462,4.56,238.07,260.26,277.12,3.25,0.204,1760,1.48,0.122222317
18.05,0.2246,2.339,1.813,2.03,340.91,7.31,23.21,2.86,0.2756,1310,0.807,0.152316189
16.38,0.2007,2.566,2.051,6.91,336.51,58.54,206.15,3.08,0.2397,1500,1.07,0.134161508
17.24,0.0635,2.308,2.161,5.35,330.61,108.29,8.1,2.45,0.2811,1280,1.18,0.145342313
17.4,0.1525,3.043,2.579,4.05,329.4,40.59,286.85,3.51,0.1857,1940,1.58,0.135194178
17.9,0.0983,2.413,2.175,7.1,47.77,227.65,295.91,2.65,0.263,1370,1.17,0.146852327
17.3,0.1657,3.02,2.519,6.39,224.65,336.77,322.37,3.52,0.1878,1920,1.52,0.155155191
17.72,0.022,2.335,2.284,6.37,11.26,146.4,180.16,2.39,0.2762,1300,1.29,0.171413208
17.1,0.2981,2.326,1.632,5.85,242.38,104.12,13.32,3.02,0.2779,1300,0.639,0.138700041
18.3,0.2965,2.56,1.801,10.67,239.66,107.01,61.61,3.32,0.2406,1500,0.83,0.142129007
17.1,0.0673,3.148,2.936,10.66,107.83,184.31,132.77,3.36,0.1765,2040,1.92,0.132406164
16.96,0.0824,1.89,1.734,24.84,106.49,197.59,325.9,2.05,0.3794,949,0.724,0.142520317
17.7,0.2586,2.563,1.9,12.51,333.58,300.75,176.7,3.23,0.2402,1500,0.919,0.139720532
17.74,0.1305,2.618,2.276,2.07,278.24,161.04,323.93,2.96,0.2326,1550,1.29,0.124437132
16.7,0.0678,3.183,2.968,1.01,141.03,83.7,257.91,3.4,0.1735,2070,1.96,0.133907465
16.36,0.1063,2.779,2.483,3.38,194.62,170.5,145.06,3.07,0.2128,1690,1.48,0.134460539
17.28,0.1493,2.323,1.976,2.7,79.52,83.87,196.91,2.67,0.2784,1290,0.987,0.13882831
17.8,0.1539,2.403,2.033,5.53,8.34,56.78,85.72,2.77,0.2647,1360,1.05,0.12655124
18.6,0.155,2.559,2.163,17.12,184.23,180.92,285.97,2.96,0.2407,1500,1.16,0.135515888
16.41,0.2466,2.346,1.768,1.61,319.61,42.42,63.28,2.92,0.2743,1310,0.766,0.123594135
14.5,0.0987,2.61,2.352,15.08,61.58,50.02,199.38,2.87,0.2338,1540,1.39,0.126023337
15.56,0.0934,2.974,2.696,10.67,115.29,270.66,255.64,3.25,0.1922,1870,1.73,0.14389584
16.8,0.1037,2.638,2.365,2.84,354.77,54.19,238.82,2.91,0.23,1570,1.38,0.15052164
17.9,0.1532,2.57,2.176,3.89,85.9,268.96,177.28,2.96,0.2393,1500,1.18,0.14144306
18.7,0.2051,2.339,1.86,3.19,49.79,261.08,342.42,2.82,0.2755,1310,0.849,0.127380129
17,0.0293,2.692,2.614,2.94,39.84,256.56,305.43,2.77,0.2231,1610,1.6,0.144188912
17.7,0.1697,2.638,2.191,10.82,338.57,303.72,166.19,3.09,0.23,1570,1.2,0.142376088
16.8,0.0773,3.332,3.074,10.45,19.35,345.42,73,3.59,0.1621,2220,2.07,0.132038196
17.5,0.1445,2.282,1.952,7.47,107.49,202.67,274.04,2.61,0.286,1260,0.94,0.153202153
17.2,0.1838,3.114,2.542,11.37,163.09,325.82,1.23,3.69,0.1793,2010,1.57,0.134678847
15.59,0.1593,3.065,2.576,16.43,67.2,96.04,350.3,3.55,0.1837,1960,1.65,0.129969419
18.21,0.2165,2.759,2.162,21.82,343.89,351.31,44.2,3.36,0.2151,1670,1.16,0.150659109
18.23,0.2973,2.585,1.817,11.67,270.9,62.17,38.06,3.35,0.2371,1520,0.84,0.135024681
16.96,0.2432,2.319,1.755,10.06,253.54,26.14,333.89,2.88,0.279,1290,0.746,0.140052338
16.2,0.1944,3.048,2.455,11.78,84.03,274.89,352.82,3.64,0.1853,1940,1.49,0.149790766
16.93,0.2531,2.39,1.785,3.91,209.25,103.49,77.97,2.99,0.2668,1350,0.777,0.151805209
18.7,0.2262,2.395,1.853,4.72,150.17,160.54,12.82,2.94,0.266,1350,0.841,0.142333872
17.26,0.0275,3.227,3.138,9.83,195.3,93.9,66.95,3.32,0.17,2120,2.14,0.13635383
17.4,0.0667,2.866,2.675,0.91,274.85,128.47,43.87,3.06,0.2031,1770,1.68,0.134852387
17.34,0.0388,2.762,2.654,5.95,179.39,134.78,350.93,2.87,0.2148,1680,1.65,0.147398191
19.1,0.1512,2.338,1.984,2.13,181.43,296.77,211.6,2.69,0.2758,1310,1,0.148398865
16.12,0.0509,2.367,2.247,7.47,133.18,1.08,226.58,2.49,0.2706,1330,1.26,0.141186807
16.8,0.0234,2.997,2.926,10.07,346.76,86.58,240.43,3.07,0.19,1890,1.96,0.137581056
17.74,0.1093,2.587,2.304,15.01,187.51,185.54,359.31,2.87,0.2369,1520,1.3,0.129605786
17.21,0.2044,2.361,1.879,1.61,164.62,163.06,109.4,2.84,0.2716,1330,0.868,0.138704026
16.09,0.0294,3.145,3.053,4.83,210.5,176.84,331.78,3.24,0.1767,2040,2.06,0.140371639
19.1,0.18,2.4,1.968,5.07,48.59,358.46,8.57,2.83,0.2652,1360,0.977,0.151273731
17.52,0.0336,2.241,2.165,6.51,35.43,110.99,210.56,2.32,0.2938,1230,1.18,0.136316788
18.3,0.1299,2.569,2.235,4.19,317.24,98.46,14.46,2.9,0.2394,1500,1.25,0.150330205
17.3,0.1937,2.8,2.258,14.7,224.29,113.61,216.51,3.34,0.2103,1710,1.3,0.144847372
16,0.2735,3.051,2.216,14.02,314.61,145.22,23.66,3.88,0.185,1950,1.25,0.156890619
17.11,0.1967,2.613,2.099,9.55,61.5,316.84,92.81,3.13,0.2333,1540,1.11,0.110951246
17,0.3188,2.775,1.89,16.65,343.26,281.99,141.29,3.66,0.2132,1690,0.957,0.131724236
17.81,0.1486,2.537,2.16,3.24,283.89,93.73,161.49,2.91,0.2438,1480,1.17,0.129466591
16.93,0.1806,2.416,1.98,6.82,100.36,175.63,83.65,2.85,0.2624,1370,0.964,0.141550033
17.2,0.1615,2.69,2.256,12.86,5.99,263.98,249.04,3.12,0.2234,1610,1.29,0.147295281
18.2,0.262,2.761,2.037,7.7,325.42,63.06,83.63,3.48,0.2149,1680,1.06,0.138268609
16.71,0.0565,2.875,2.713,10.01,315.81,100.2,319.52,3.04,0.2021,1780,1.75,0.14370548
18.73,0.0549,2.375,2.245,4.98,222.63,11.83,170.07,2.51,0.2693,1340,1.23,0.144429227
17.7,0.0789,2.804,2.583,0.64,62.94,285.25,182.57,3.03,0.2099,1710,1.58,0.145949537
17.93,0.0852,2.912,2.664,9.91,1.37,280.9,73.68,3.16,0.1983,1820,1.67,0.158059554
16.02,0.068,3.151,2.937,8.56,182.74,268.49,83.96,3.37,0.1762,2040,1.97,0.130223188
18.1,0.2461,2.489,1.876,1.16,327.85,42.01,328.16,3.1,0.2511,1430,0.876,0.147666667
16.4,0.129,3.056,2.662,16.05,225.27,129.11,200.9,3.45,0.1845,1950,1.69,0.149238941
18.47,0.1949,2.361,1.901,0.67,306.25,16.44,52.63,2.82,0.2717,1320,0.889,0.148270387
17.2,0.0946,2.812,2.546,3.54,113.1,273.85,105.86,3.08,0.209,1720,1.55,0.132619442
17.5,0.1909,2.615,2.116,4.63,149.96,216.58,219.17,3.11,0.2331,1540,1.12,0.147516788
16.6,0.1277,3.119,2.721,10.02,159.3,265.17,241.38,3.52,0.1789,2010,1.76,0.128700425
15.59,0.1509,2.859,2.428,9.92,58.42,173.61,324.61,3.29,0.2038,1770,1.42,0.142919721
14.96,0.1487,5.197,4.425,14.77,81.63,320.23,20.78,5.97,0.08318,4330,3.45,0.135305308
18,0.1852,3,2.444,9.62,95.45,88.08,74.55,3.55,0.1897,1900,1.47,0.137995336
16.6,0.1088,3.206,2.857,15.35,247.73,140.33,164.4,3.55,0.1717,2100,1.88,0.130336889
16.8,0.0112,2.847,2.815,5.04,264.79,210.5,11.58,2.88,0.2052,1750,1.83,0.117157861
17.1,0.2824,2.417,1.735,21.46,349.92,297.06,309.32,3.1,0.2623,1370,0.816,0.134988339
15.44,0.2095,3.152,2.492,16.68,352.81,319.09,210.15,3.81,0.1761,2040,1.51,0.131802477
16.89,0.1594,3.059,2.571,16.01,196.67,62.15,65.77,3.55,0.1843,1950,1.6,0.156523755
17.61,0.2352,3.179,2.431,4.03,105.86,337,340.91,3.93,0.1739,2070,1.45,0.128106014
15.07,0.0935,3.037,2.753,2.85,87.11,326.03,192.16,3.32,0.1862,1930,1.76,0.142728912
16.7,0.0508,2.771,2.631,8.45,336.42,240.83,260.42,2.91,0.2136,1690,1.64,0.153986775
16.55,0.0536,2.673,2.53,8.93,300.74,283.34,71.27,2.82,0.2255,1600,1.54,0.140556055
16.71,0.1786,2.691,2.21,14.31,96.81,243.3,345.87,3.17,0.2233,1610,1.24,0.146635764
18.39,0.0948,1.89,1.71,18.24,303.91,136.97,296.38,2.07,0.3795,949,0.752,0.145273092
16.9,0.2507,3.136,2.35,25.44,179.76,255.79,143.23,3.92,0.1775,2030,1.5,0.168143404
16.98,0.0804,2.578,2.371,4.94,102.94,179.42,236,2.79,0.238,1510,1.36,0.130214051
16,0.0865,3.53,3.225,17.16,315.71,40.98,101.94,3.84,0.1486,2420,2.24,0.146803677
18.3,0.158,2.402,2.022,6.21,5.29,179.01,163.67,2.78,0.2648,1360,1.02,0.131815757
19.5,0.1436,2.219,1.901,5.57,180.57,27.97,85.88,2.54,0.2981,1210,0.899,0.1387485
16.32,0.2487,2.601,1.954,14.72,107.1,316.66,350.29,3.25,0.235,1530,0.994,0.160226542
18.2,0.1868,2.658,2.162,14.46,29.26,183.83,23.9,3.15,0.2274,1580,1.16,0.134760475
23.7,0.3033,0.9641,0.672,9.98,104.78,52.4,219.69,1.26,1.041,346,0.0284,0.125181988
18.5,0.2266,3.186,2.464,9.7,339.68,1.08,147.01,3.91,0.1733,2080,1.46,0.159788642
17.05,0.2455,2.335,1.762,5.76,165.65,155.63,17.58,2.91,0.2762,1300,0.752,0.139946029
16.84,0.0352,2.694,2.599,5.94,192.42,154.46,272.34,2.79,0.2229,1620,1.59,0.130806307
19.12,0.152,2.726,2.312,18.31,155.22,199.97,182.51,3.14,0.219,1640,1.31,0.13922581
17.9,0.184,2.581,2.106,13.61,337.66,51.87,97.84,3.06,0.2377,1510,1.14,0.150714311
17.64,0.2278,2.215,1.71,4.9,148.64,218.15,184.85,2.72,0.299,1200,0.712,0.144249899
18.1,0.3805,3.147,1.949,24.89,326.56,238.94,357.71,4.34,0.1766,2040,1.05,0.129043938
17.24,0.0533,3.134,2.967,8.6,344.6,104.56,311.11,3.3,0.1776,2030,2,0.14025003
17.8,0.169,2.612,2.17,3.7,199.37,156.06,269.6,3.05,0.2335,1540,1.17,0.159252183
18.3,0.1791,2.759,2.265,2.06,288.11,57.09,180.67,3.25,0.2151,1670,1.26,0.138990349
17.4,0.1285,3.012,2.625,9.81,142.31,338.11,322.71,3.4,0.1886,1910,1.64,0.147857635
17.72,0.0543,2.7,2.554,7.26,68.21,294.39,295.03,2.85,0.2221,1620,1.56,0.135825902
14.61,0.0407,3.182,3.052,8.82,210.93,50.84,66.98,3.31,0.1737,2070,2.05,0.134170223
16.8,0.0756,2.806,2.594,10.91,265.77,59.08,342.87,3.02,0.2097,1720,1.6,0.14803446
19.8,0.3754,2.424,1.514,2.04,28.93,303.54,342.34,3.33,0.2612,1380,0.506,0.153514738
18.9,0.2377,2.241,1.708,2.57,152.99,208.3,65.42,2.77,0.2938,1230,0.706,0.155399353
