pha,H,G,diameter,albedo,rot_per,BV,UB,spec_B,spec_T,e,a,q,i,om,w,ma,ad,n,per,per.y,moid,class,data_arc,condition_code
0,15.58,,,,2.3812,,,7,153,0.7024,1.505,0.448,29.2,235.48,49.72,51.88,2.56,0.5339,674.0,1.85,0.16,1,12832.0,0
0,13.63,,,,2.4289,,,3,153,0.1617,2.235,1.873,5.27,124.09,207.34,238.87,2.6,0.295,1220.0,3.34,0.865,8,18928.0,0
0,13.35,,,,,,,7,153,0.1576,2.604,2.194,3.04,25.16,16.64,149.98,3.01,0.2345,1530.0,4.2,1.2,8,26515.0,0
0,11.94,,,,4.73,,,4,153,0.1337,2.793,2.42,8.69,2.52,273.0,111.1,3.17,0.2111,1710.0,4.67,1.42,8,24679.0,0
0,12.85,,,,9.49408,,,7,153,0.1411,2.596,2.23,13.14,157.6,94.39,52.46,2.96,0.2357,1530.0,4.18,1.26,8,14994.0,0
0,13.45,,,,,,,32,153,0.0329,2.208,2.135,3.78,249.76,305.36,211.75,2.28,0.3005,1200.0,3.28,1.13,8,13690.0,0
0,12.0,,,,,,,7,153,0.0554,2.994,2.828,8.94,268.85,276.78,296.91,3.16,0.1903,1890.0,5.18,1.85,8,17569.0,0
0,13.08,,,,9.09329,,,7,153,0.0917,2.321,2.109,6.2,312.04,312.28,209.66,2.53,0.2786,1290.0,3.54,1.1,8,24826.0,0
0,12.09,,,,3.081,,,7,153,0.1657,2.642,2.204,12.55,218.04,74.2,353.35,3.08,0.2296,1570.0,4.29,1.23,8,15830.0,0
0,13.03,,,,,,,7,153,0.0984,2.587,2.332,3.02,32.42,313.23,214.39,2.84,0.2369,1520.0,4.16,1.33,8,26131.0,0
0,13.26,,,,2.94616,,,7,153,0.1671,2.359,1.965,1.79,193.74,15.62,316.26,2.75,0.272,1320.0,3.62,0.961,8,23560.0,0
0,13.6,,,,,,,7,153,0.13,2.367,2.059,6.0,334.27,46.75,120.42,2.67,0.2707,1330.0,3.64,1.07,8,21575.0,0
0,13.48,,,,,,,7,153,0.0774,2.339,2.158,4.6,334.02,8.74,142.37,2.52,0.2756,1310.0,3.58,1.15,8,16119.0,0
0,14.29,,,,,,,7,153,0.0735,2.171,2.012,2.18,235.69,5.94,2.22,2.33,0.308,1170.0,3.2,1.0,8,21373.0,0
0,13.41,,,,7.36,,,7,153,0.2108,2.193,1.731,3.8,222.02,96.3,299.95,2.66,0.3035,1190.0,3.25,0.724,8,29112.0,0
0,13.25,,,,16.091,,,7,153,0.2503,2.632,1.973,4.02,253.81,108.73,100.31,3.29,0.2308,1560.0,4.27,0.976,8,8970.0,0
0,12.09,,,,5.832,,,7,153,0.1795,2.753,2.259,9.74,44.81,190.4,28.18,3.25,0.2158,1670.0,4.57,1.25,8,33344.0,0
0,14.87,,,,,,,7,153,0.1286,2.299,2.003,2.67,248.1,334.21,223.98,2.59,0.2828,1270.0,3.48,0.995,8,15809.0,0
0,12.42,,,,10.624,,,7,153,0.1415,3.201,2.748,3.19,101.61,357.59,335.73,3.65,0.1721,2090.0,5.73,1.77,10,20744.0,0
0,12.54,,,,,,,7,153,0.1202,2.581,2.271,12.05,324.58,247.23,37.93,2.89,0.2377,1510.0,4.15,1.3,8,28995.0,0
0,12.9,,,,5.735,,,7,153,0.0916,2.453,2.228,5.06,187.43,24.9,210.97,2.68,0.2566,1400.0,3.84,1.22,8,16796.0,0
0,13.38,,,,4.66904,,,7,153,0.0971,2.217,2.002,2.23,265.76,320.71,9.81,2.43,0.2985,1210.0,3.3,0.994,8,24722.0,0
0,12.68,,,,4.634,,,7,153,0.0667,2.835,2.646,2.05,178.21,219.14,60.85,3.02,0.2065,1740.0,4.77,1.65,8,24861.0,0
0,13.8,,,,,,,4,153,0.2244,2.724,2.113,7.77,241.65,242.31,132.26,3.34,0.2192,1640.0,4.5,1.14,8,25006.0,0
0,11.81,,,,5.005,,,7,153,0.0842,3.022,2.768,10.25,144.35,137.02,251.16,3.28,0.1876,1920.0,5.25,1.76,8,16080.0,0
0,14.52,,,,24.0,,,63,153,0.1491,1.726,1.469,16.48,276.52,109.99,20.75,1.98,0.4345,829.0,2.27,0.554,9,15117.0,0
0,13.59,,,,7.035,,,7,153,0.1512,2.398,2.035,2.71,133.0,20.72,194.83,2.76,0.2654,1360.0,3.71,1.05,8,29104.0,0
0,13.81,,,,7.086,,,7,153,0.1875,2.4,1.95,3.83,184.81,112.54,27.19,2.85,0.2651,1360.0,3.72,0.94,8,16639.0,0
0,13.09,,,,,,,7,153,0.0951,2.645,2.394,3.16,29.21,346.31,288.73,2.9,0.2291,1570.0,4.3,1.4,8,24363.0,0
0,13.57,,,,,,,7,153,0.1062,2.938,2.626,1.14,320.84,23.78,235.1,3.25,0.1957,1840.0,5.04,1.62,8,24279.0,0
0,14.86,,,,,,,7,153,0.0727,2.948,2.734,0.98,246.53,123.53,191.45,3.16,0.1947,1850.0,5.06,1.73,8,18282.0,0
0,12.4,,,,,,,7,153,0.1061,2.968,2.653,4.7,319.71,164.96,15.61,3.28,0.1927,1870.0,5.11,1.67,8,26192.0,0
0,15.87,,,,4.4,,,7,153,0.4681,1.647,0.876,40.72,169.16,278.95,54.67,2.42,0.4662,772.0,2.11,0.17,1,12570.0,0
0,12.37,,,,,,,7,153,0.0599,2.844,2.673,3.27,90.91,326.25,0.88,3.01,0.2055,1750.0,4.8,1.69,8,32733.0,0
0,11.71,,,,8.85,,,7,153,0.0915,3.015,2.739,10.91,159.93,129.57,202.3,3.29,0.1882,1910.0,5.24,1.74,8,16642.0,0
0,13.74,,,,9.647,,,7,153,0.1768,2.267,1.866,5.48,146.42,235.36,170.04,2.67,0.2887,1250.0,3.41,0.875,8,24479.0,0
0,13.32,,,,2.80868,,,7,153,0.1657,2.249,1.876,6.14,13.03,27.17,193.09,2.62,0.2923,1230.0,3.37,0.886,8,31329.0,0
0,13.11,,,,2.724,,,7,153,0.0773,2.412,2.225,5.18,24.18,309.17,78.04,2.6,0.2631,1370.0,3.75,1.22,8,16438.0,0
0,13.65,,,,,,,7,153,0.1035,2.258,2.024,5.86,7.33,33.35,175.58,2.49,0.2906,1240.0,3.39,1.03,8,25983.0,0
0,13.11,,,,7.42,,,7,153,0.1953,3.14,2.527,1.63,61.79,348.35,265.94,3.75,0.1771,2030.0,5.56,1.54,8,15626.0,0
0,13.6,,,,9.99,,,7,153,0.226,2.332,1.805,7.95,348.07,32.89,153.69,2.86,0.2768,1300.0,3.56,0.813,8,15983.0,0
0,12.89,,,,7.15,,,7,153,0.0425,2.573,2.463,14.08,345.73,252.68,83.17,2.68,0.2388,1510.0,4.13,1.5,8,22279.0,0
0,12.82,,,,,,,7,153,0.2347,2.878,2.202,11.13,6.14,68.53,207.1,3.55,0.2019,1780.0,4.88,1.24,8,33173.0,0
0,13.09,,,,2.763,,,4,153,0.1242,2.932,2.568,1.5,14.69,16.83,141.59,3.3,0.1964,1830.0,5.02,1.57,8,18860.0,0
0,13.87,,,,,,,7,153,0.1236,2.308,2.023,5.89,31.79,294.01,166.84,2.59,0.2811,1280.0,3.51,1.02,8,18818.0,0
0,13.06,,,,4.392,,,7,153,0.1047,2.323,2.08,4.36,219.88,64.18,224.52,2.57,0.2784,1290.0,3.54,1.07,8,26302.0,0
0,15.29,,,,,,,7,153,0.0652,2.337,2.185,2.01,328.94,176.22,281.66,2.49,0.2758,1310.0,3.57,1.2,8,25889.0,0
0,15.36,,,,,,,7,153,0.1721,2.154,1.783,1.18,208.28,163.57,139.26,2.52,0.3118,1150.0,3.16,0.784,8,24248.0,0
0,12.6,,,,5.275,,,7,153,0.2156,3.056,2.398,0.41,231.72,295.33,301.53,3.72,0.1845,1950.0,5.34,1.4,8,32686.0,0
0,13.23,,,,,,,7,153,0.1725,2.991,2.475,12.7,352.38,78.43,93.26,3.51,0.1906,1890.0,5.17,1.53,8,15601.0,0
0,13.74,,,,47.307,,,7,153,0.1352,2.323,2.009,7.39,121.25,181.63,126.52,2.64,0.2783,1290.0,3.54,0.995,8,13223.0,0
0,12.6,,,,,,,7,153,0.072,2.857,2.651,2.7,147.7,193.29,220.57,3.06,0.2041,1760.0,4.83,1.64,8,17212.0,0
1,17.16,,,,56.48,,,7,153,0.5864,1.442,0.597,5.52,311.8,291.82,343.17,2.29,0.569,633.0,1.73,0.0286,1,30991.0,0
0,12.14,,,,6.864,,,4,153,0.384,2.603,1.604,27.81,219.34,110.33,316.48,3.6,0.2346,1530.0,4.2,0.77,9,24539.0,0
0,13.57,,,,3.2038,,,7,153,0.0677,1.952,1.82,20.21,11.73,314.25,147.65,2.08,0.3613,996.0,2.73,0.842,7,24143.0,0
0,14.05,,,,,,,7,153,0.1905,2.386,1.931,3.37,94.79,345.04,261.29,2.84,0.2674,1350.0,3.69,0.947,8,15560.0,0
0,17.44,,,,,,,7,153,0.2966,1.73,1.217,16.41,198.11,173.94,22.93,2.24,0.433,831.0,2.28,0.22,0,12473.0,0
0,13.58,,,,,,,7,153,0.1202,2.343,2.061,2.47,294.32,216.79,338.01,2.62,0.2748,1310.0,3.59,1.07,8,18097.0,0
0,15.78,,,,2.8164,,,32,153,0.5242,2.705,1.287,2.51,45.96,76.28,65.97,4.12,0.2216,1620.0,4.45,0.306,0,14766.0,0
0,13.81,,,,2.89224,,,7,153,0.153,2.345,1.986,7.96,110.36,88.32,326.16,2.7,0.2745,1310.0,3.59,1.0,8,18086.0,0
0,13.07,,,,,,,7,153,0.07,2.671,2.484,5.71,256.04,111.17,263.02,2.86,0.2258,1590.0,4.37,1.49,8,15297.0,0
0,14.31,,,,,,,7,153,0.1551,2.436,2.058,2.83,32.52,51.97,187.27,2.81,0.2593,1390.0,3.8,1.08,8,24407.0,0
0,13.72,,,,,,,7,153,0.1556,2.153,1.818,2.23,350.17,319.44,353.94,2.49,0.312,1150.0,3.16,0.805,8,26267.0,0
0,11.71,,,,10.774,,,7,153,0.0475,3.0,2.858,10.91,148.72,59.69,293.92,3.14,0.1897,1900.0,5.2,1.87,8,22497.0,0
0,12.28,,,,4.1814,,,7,153,0.1044,2.637,2.362,13.91,169.45,15.24,246.5,2.91,0.2302,1560.0,4.28,1.37,8,25242.0,0
1,20.79,,,,8.008,,,7,153,0.3569,1.023,0.658,4.92,180.21,255.36,339.06,1.39,0.953,378.0,1.03,0.00343,1,11706.0,0
0,15.34,,,,7.879,,,7,153,0.5089,2.657,1.305,24.64,180.35,84.0,99.95,4.01,0.2276,1580.0,4.33,0.536,9,22299.0,0
0,13.29,,,,25.4,,,7,153,0.182,2.373,1.941,12.47,168.25,44.41,302.72,2.8,0.2697,1330.0,3.65,0.958,8,19450.0,0
0,16.32,,,,2.49101,,,7,153,0.5198,2.239,1.075,37.08,154.23,248.35,356.22,3.4,0.2941,1220.0,3.35,0.297,0,14597.0,0
0,12.66,,,,3.025,,,7,153,0.0999,2.675,2.407,13.3,177.61,359.03,107.22,2.94,0.2253,1600.0,4.37,1.41,8,32353.0,0
0,14.1,,,,,,,4,153,0.1291,2.175,1.894,1.41,359.96,355.63,260.49,2.46,0.3074,1170.0,3.21,0.89,8,18157.0,0
0,13.15,,,,,,,16,153,0.0356,2.402,2.317,3.59,116.84,204.68,158.42,2.49,0.2647,1360.0,3.72,1.3,8,26388.0,0
0,12.71,,,,,,,7,153,0.078,2.848,2.626,1.74,3.84,2.23,170.83,3.07,0.205,1760.0,4.81,1.62,8,16294.0,0
0,13.78,,,,,,,7,153,0.2371,2.603,1.986,1.6,53.39,14.3,102.94,3.22,0.2347,1530.0,4.2,1.0,8,25977.0,0
0,13.63,,,,3.572,,,7,153,0.1725,2.206,1.825,6.49,85.28,316.01,165.1,2.59,0.3008,1200.0,3.28,0.841,8,15956.0,0
0,12.99,,,,117.91,,,7,153,0.1507,2.469,2.097,5.34,24.28,137.8,234.69,2.84,0.254,1420.0,3.88,1.11,8,20693.0,0
0,14.39,,,,66.482,,,7,153,0.1907,2.43,1.967,1.91,332.04,351.34,96.53,2.89,0.2601,1380.0,3.79,0.955,8,26241.0,0
0,13.12,,,,,,,7,153,0.0601,2.848,2.677,1.73,181.61,239.93,114.61,3.02,0.2051,1760.0,4.81,1.69,8,24152.0,0
0,13.99,,,,20.9267,,,7,153,0.164,2.205,1.844,5.53,23.85,245.6,280.02,2.57,0.301,1200.0,3.27,0.837,8,25522.0,0
0,13.45,,,,,,,7,153,0.0709,2.851,2.649,1.72,6.12,49.33,355.61,3.05,0.2047,1760.0,4.81,1.66,8,16139.0,0
0,12.55,,,,3.011,,,7,153,0.0672,2.885,2.691,1.49,335.01,2.65,148.59,3.08,0.2012,1790.0,4.9,1.68,8,25530.0,0
0,14.01,,,,,,,7,153,0.1703,2.31,1.917,4.62,302.39,115.79,314.33,2.7,0.2807,1280.0,3.51,0.935,8,30737.0,0
0,12.48,,,,,,,7,153,0.0551,2.856,2.699,1.9,178.56,132.29,248.53,3.01,0.2042,1760.0,4.83,1.69,8,25504.0,0
0,13.12,,,,4.9174,,,7,153,0.0925,2.244,2.037,5.0,274.66,234.83,270.11,2.45,0.2931,1230.0,3.36,1.05,8,16613.0,0
0,13.25,,,,5.912,,,7,153,0.1923,2.223,1.796,8.48,94.59,193.88,302.76,2.65,0.2973,1210.0,3.32,0.782,8,22056.0,0
0,13.21,,,,8.683,,,7,153,0.0686,2.548,2.373,4.31,59.45,189.67,86.76,2.72,0.2424,1490.0,4.07,1.36,8,16088.0,0
0,12.37,,,,6.619,,,7,153,0.0835,3.939,3.61,0.17,91.17,79.5,255.84,4.27,0.1261,2860.0,7.82,2.62,10,25555.0,0
0,13.91,,,,3.1185,,,7,153,0.4526,2.395,1.311,9.27,336.49,7.83,163.03,3.48,0.2659,1350.0,3.71,0.305,9,34208.0,0
0,13.55,,,,,,,7,153,0.0626,2.663,2.497,2.68,301.5,115.45,208.56,2.83,0.2268,1590.0,4.35,1.51,8,15708.0,0
0,13.65,,,,3.5086,,,3,153,0.1799,2.354,1.931,2.27,296.36,35.93,311.65,2.78,0.2728,1320.0,3.61,0.922,8,17267.0,0
0,13.78,,,,,,,7,153,0.1292,2.265,1.972,2.54,169.05,82.85,326.53,2.56,0.2892,1240.0,3.41,0.961,8,32208.0,0
0,14.3,,,,,,,7,153,0.1067,2.159,1.929,1.12,333.91,52.73,36.49,2.39,0.3107,1160.0,3.17,0.933,8,25534.0,0
0,12.85,,,,4.9,,,7,153,0.0604,2.602,2.445,15.51,27.02,91.06,200.29,2.76,0.2348,1530.0,4.2,1.52,8,26447.0,0
0,13.88,,,,9.715,,,7,153,0.1025,2.304,2.068,6.77,43.06,232.08,231.61,2.54,0.2818,1280.0,3.5,1.06,8,24397.0,0
0,12.52,,,,,,,7,153,0.0621,3.049,2.86,10.1,43.22,68.55,20.6,3.24,0.1851,1940.0,5.32,1.9,8,16085.0,0
0,13.9,,,,,,,4,153,0.1675,2.224,1.851,4.71,154.88,132.71,308.15,2.6,0.2972,1210.0,3.32,0.84,8,24709.0,0
0,13.56,,,,,,,7,153,0.0255,2.919,2.844,1.0,288.57,97.63,220.46,2.99,0.1977,1820.0,4.99,1.85,8,24331.0,0
0,12.33,,,,,,,7,153,0.0881,3.147,2.87,13.77,151.06,99.92,186.23,3.42,0.1765,2040.0,5.58,1.9,8,25734.0,0
0,13.14,,,,,,,7,153,0.0882,2.687,2.45,2.43,190.01,209.78,251.89,2.92,0.2238,1610.0,4.4,1.46,8,16179.0,0
0,13.79,,,,,,,7,153,0.0757,2.353,2.175,4.57,222.22,195.83,52.37,2.53,0.2731,1320.0,3.61,1.19,8,20630.0,0
0,18.01,,,,21.1,,,32,153,0.1685,1.37,1.139,15.65,215.43,192.93,249.99,1.6,0.6146,586.0,1.6,0.15,0,15674.0,0
1,15.02,,,,14.218,,,7,153,0.6575,1.622,0.555,24.38,77.64,77.83,167.65,2.69,0.4773,754.0,2.07,0.0264,1,17205.0,0
0,12.88,,,,,,,7,153,0.1028,3.0,2.692,10.48,343.4,6.48,151.23,3.31,0.1897,1900.0,5.2,1.69,8,14865.0,0
0,13.41,,,,48.26,,,3,153,0.0617,2.369,2.222,6.94,36.57,185.71,221.17,2.51,0.2704,1330.0,3.65,1.21,8,14078.0,0
0,13.55,,,,26.355,,,4,153,0.3117,2.341,1.611,20.61,321.97,89.0,128.26,3.07,0.2751,1310.0,3.58,0.768,9,18393.0,0
0,12.58,,,,3.39,,,4,153,0.2029,2.714,2.164,14.66,173.34,43.22,27.81,3.26,0.2204,1630.0,4.47,1.18,8,24111.0,0
1,16.36,,,,56.3,,,7,153,0.5002,1.636,0.818,7.41,10.64,105.97,62.59,2.45,0.4711,764.0,2.09,0.0245,1,22214.0,0
0,13.02,,,,4.6901,,,7,153,0.2268,2.417,1.868,24.37,175.66,149.59,66.85,2.96,0.2624,1370.0,3.76,0.886,8,18479.0,0
0,12.98,,,,,,,7,153,0.1931,3.133,2.528,2.57,130.65,261.66,286.93,3.74,0.1777,2030.0,5.55,1.54,8,24533.0,0
0,13.71,,,,,,,7,153,0.118,2.401,2.118,0.87,263.85,139.33,75.47,2.68,0.2649,1360.0,3.72,1.13,8,24886.0,0
0,14.02,,,,3.48,,,7,153,0.2274,2.391,1.847,1.54,326.6,55.88,59.9,2.94,0.2665,1350.0,3.7,0.851,8,24502.0,0
0,14.11,,,,,,,7,153,0.1543,1.937,1.638,41.44,82.3,184.7,252.72,2.24,0.3657,984.0,2.7,0.624,9,24766.0,0
0,12.73,,,,,,,11,153,0.0769,2.804,2.588,7.38,203.89,24.72,328.43,3.02,0.2099,1710.0,4.69,1.58,8,16830.0,0
0,13.32,,,,,,,7,153,0.1014,2.226,2.0,6.61,14.56,184.55,237.31,2.45,0.2968,1210.0,3.32,0.999,8,28727.0,0
0,13.14,,,,,,,7,153,0.084,2.84,2.602,1.65,357.75,349.49,122.13,3.08,0.2059,1750.0,4.79,1.6,8,24828.0,0
0,13.01,,,,8.26,,,7,153,0.1085,2.388,2.129,3.81,313.42,77.07,84.42,2.65,0.2671,1350.0,3.69,1.14,8,30971.0,0
0,13.47,,,,4.3,,,7,153,0.0143,2.47,2.435,4.17,24.26,209.48,174.82,2.51,0.2539,1420.0,3.88,1.43,8,12806.0,0
0,12.5,,,,,,,7,153,0.0665,3.063,2.859,9.76,22.84,149.0,139.85,3.27,0.1838,1960.0,5.36,1.87,8,24338.0,0
0,12.48,,,,36.137,,,7,153,0.2146,2.606,2.047,12.07,252.38,62.74,358.88,3.17,0.2342,1540.0,4.21,1.07,8,25056.0,0
0,14.31,,,,,,,7,153,0.1522,2.377,2.016,6.16,204.99,202.68,70.75,2.74,0.2689,1340.0,3.67,1.03,8,19011.0,0
0,14.82,,,,37.2,,,4,153,0.569,1.486,0.64,36.43,110.38,135.84,174.04,2.33,0.5441,662.0,1.81,0.273,1,15739.0,0
0,12.84,,,,,,,7,153,0.1342,3.184,2.757,0.73,11.59,103.37,236.31,3.61,0.1734,2080.0,5.68,1.77,8,25889.0,0
0,13.91,,,,4.942,,,7,153,0.1897,2.397,1.942,5.57,132.73,147.65,111.23,2.85,0.2656,1360.0,3.71,0.929,8,19545.0,0
0,13.23,,,,,,,7,153,0.4974,3.696,1.858,19.27,53.76,67.52,90.06,5.53,0.1387,2600.0,7.11,0.962,10,21080.0,0
0,14.05,,,,,,,7,153,0.1367,2.229,1.924,3.99,322.79,103.23,17.04,2.53,0.2962,1220.0,3.33,0.943,8,18269.0,0
1,17.9,,,,6.653,,,7,153,0.4782,1.552,0.81,3.58,135.07,159.95,107.74,2.29,0.5099,706.0,1.93,0.0446,1,11393.0,0
0,14.4,,,,,,,7,153,0.0442,2.706,2.586,4.31,140.74,101.44,34.4,2.83,0.2214,1630.0,4.45,1.58,8,25536.0,0
0,14.87,,,,,,,7,153,0.4468,3.41,1.886,3.28,15.79,117.47,189.53,4.93,0.1565,2300.0,6.3,0.903,10,29863.0,0
0,13.08,,,,,,,7,153,0.1021,2.604,2.339,12.96,337.77,133.32,59.16,2.87,0.2345,1540.0,4.2,1.37,8,12179.0,0
0,13.55,,,,,,,7,153,0.1884,2.552,2.072,12.77,319.19,346.92,31.27,3.03,0.2417,1490.0,4.08,1.06,8,13665.0,0
0,13.77,,,,,,,4,153,0.1034,2.188,1.962,6.07,7.58,263.03,9.38,2.41,0.3045,1180.0,3.24,0.958,8,24967.0,0
0,13.8,,,,11.3,,,7,153,0.1638,2.383,1.993,2.92,124.13,100.35,18.17,2.77,0.2679,1340.0,3.68,0.987,8,20206.0,0
0,14.46,,,,,,,7,153,0.2835,2.224,1.594,5.63,180.92,140.47,288.33,2.85,0.2972,1210.0,3.32,0.587,9,15294.0,0
0,13.87,,,,4.296,,,7,153,0.2946,2.36,1.665,22.19,250.0,80.35,338.27,3.06,0.2719,1320.0,3.63,0.802,9,14716.0,0
0,11.94,,,,,,,7,153,0.0321,5.16,4.994,2.87,126.99,89.92,57.2,5.33,0.08409,4280.0,11.7,3.99,11,24338.0,0
0,14.49,,,,,,,7,153,0.1556,2.225,1.878,0.8,91.84,240.01,56.58,2.57,0.2971,1210.0,3.32,0.869,8,15733.0,0
0,12.84,,,,46.919,,,7,153,0.139,2.576,2.218,11.35,199.99,50.37,84.14,2.93,0.2384,1510.0,4.13,1.23,8,17918.0,0
0,13.86,,,,5.2008,,,62,153,0.2546,2.199,1.639,6.06,236.07,108.62,319.62,2.76,0.3022,1190.0,3.26,0.646,9,25390.0,0
0,13.72,,,,5.343,,,7,153,0.1198,2.415,2.126,7.06,59.02,10.08,14.3,2.7,0.2626,1370.0,3.75,1.14,8,14902.0,0
0,14.43,,,,,,,7,153,0.2345,2.252,1.724,4.04,202.15,125.34,258.91,2.78,0.2916,1230.0,3.38,0.718,8,16743.0,0
0,14.24,,,,4.35,,,7,153,0.1955,2.263,1.821,6.18,172.48,207.41,185.11,2.71,0.2894,1240.0,3.41,0.826,8,32718.0,0
0,15.5,,,,,,,7,153,0.6048,2.986,1.18,19.62,352.25,321.12,270.71,4.79,0.1911,1880.0,5.16,0.231,0,11785.0,0
0,13.3,,,,,,,7,153,0.8658,11.86,1.591,61.61,314.02,191.17,275.55,22.13,0.02413,14900.0,40.8,0.616,4,551.0,4
0,12.68,,,,2.879,,,7,153,0.0709,2.874,2.67,3.36,89.59,297.61,60.72,3.08,0.2023,1780.0,4.87,1.68,8,20626.0,0
0,12.84,,,,,,,7,153,0.1342,3.084,2.67,3.48,272.09,323.09,225.99,3.5,0.182,1980.0,5.42,1.66,8,22306.0,0
0,13.13,,,,7.89,,,0,153,0.468,2.785,1.482,28.49,1.32,81.17,32.03,4.09,0.212,1700.0,4.65,0.727,9,17218.0,0
0,13.75,,,,,,,7,153,0.2913,2.568,1.82,3.86,34.73,302.97,344.82,3.32,0.2396,1500.0,4.11,0.815,8,32855.0,0
0,13.45,,,,8.7641,,,7,153,0.1752,2.241,1.848,2.77,244.47,136.5,222.63,2.63,0.2938,1230.0,3.35,0.853,8,18317.0,0
0,13.3,,,,,,,7,153,0.0969,2.646,2.389,2.16,37.56,312.35,311.59,2.9,0.229,1570.0,4.3,1.38,8,24846.0,0
0,13.46,,,,4.04,,,7,153,0.1699,3.173,2.634,2.44,89.81,240.11,94.22,3.71,0.1744,2060.0,5.65,1.62,8,14602.0,0
0,13.74,,,,,,,7,153,0.1451,2.683,2.294,12.59,359.4,68.51,193.31,3.07,0.2242,1610.0,4.4,1.34,8,15202.0,0
0,13.82,,,,,,,7,153,0.1278,2.337,2.038,5.3,348.75,137.33,46.31,2.64,0.276,1300.0,3.57,1.06,8,13007.0,0
0,14.98,,,,,,,7,153,0.2694,2.539,1.855,6.94,168.36,221.08,66.15,3.22,0.2436,1480.0,4.05,0.867,8,16431.0,0
0,13.81,,,,8.492,,,7,153,0.1677,2.397,1.995,4.67,204.81,219.02,300.18,2.8,0.2655,1360.0,3.71,1.01,8,26058.0,0
0,12.62,,,,3.181,,,7,153,0.2343,2.665,2.041,10.4,15.0,243.86,352.89,3.29,0.2266,1590.0,4.35,1.05,8,19104.0,0
0,13.59,,,,3.8329,,,7,153,0.133,2.298,1.992,1.47,293.72,93.86,173.17,2.6,0.2829,1270.0,3.48,0.998,8,14523.0,0
0,12.78,,,,49.653,,,7,153,0.0371,2.905,2.798,0.93,269.76,19.3,26.76,3.01,0.199,1810.0,4.95,1.78,8,24381.0,0
0,15.16,,,,66.9,,,7,153,0.12,1.918,1.688,24.15,107.9,307.82,353.94,2.15,0.3711,970.0,2.66,0.754,7,17581.0,0
0,12.79,,,,8.55249,,,7,153,0.1431,2.544,2.18,8.02,232.73,253.92,275.21,2.91,0.2429,1480.0,4.06,1.21,8,13134.0,0
0,13.45,,,,3.6196,,,7,153,0.0631,2.34,2.192,5.96,326.05,250.09,275.7,2.49,0.2754,1310.0,3.58,1.19,8,18653.0,0
0,13.24,,,,,,,4,153,0.1142,2.734,2.422,3.3,50.92,65.45,135.9,3.05,0.218,1650.0,4.52,1.44,8,25445.0,0
0,13.89,,,,6.65,,,7,153,0.1618,2.411,2.021,2.31,355.81,241.5,176.13,2.8,0.2633,1370.0,3.74,1.01,8,24887.0,0
0,13.67,,,,,,,7,153,0.1442,2.359,2.019,3.85,356.09,233.84,235.38,2.7,0.272,1320.0,3.62,1.01,8,24646.0,0
0,16.0,,,,2.855,,,7,153,0.6353,2.436,0.888,68.0,101.05,118.01,296.0,3.98,0.2593,1390.0,3.8,0.0932,1,17732.0,0
0,13.69,,,,2.46,,,7,153,0.1388,2.43,2.093,4.3,232.78,314.18,182.86,2.77,0.2601,1380.0,3.79,1.1,8,19901.0,0
0,13.73,,,,,,,7,153,0.0547,2.211,2.09,1.66,289.67,185.24,336.0,2.33,0.2998,1200.0,3.29,1.11,8,15728.0,0
0,13.3,,,,,,,7,153,0.0981,2.724,2.457,13.17,179.09,306.13,152.3,2.99,0.2193,1640.0,4.5,1.49,8,17559.0,0
0,12.95,,,,3.583,,,7,153,0.0938,2.249,2.038,6.78,250.62,125.11,206.9,2.46,0.2922,1230.0,3.37,1.05,8,24532.0,0
0,14.58,,,,147.734,,,7,153,0.1668,2.29,1.908,5.23,335.29,45.84,189.79,2.67,0.2845,1270.0,3.46,0.915,8,20671.0,0
0,13.27,,,,,,,7,153,0.1033,2.691,2.412,13.16,9.23,122.29,188.54,2.97,0.2233,1610.0,4.41,1.45,8,16569.0,0
0,13.44,,,,,,,7,153,0.1594,2.434,2.046,5.27,353.72,282.91,141.14,2.82,0.2595,1390.0,3.8,1.04,8,17379.0,0
0,12.88,,,,4.84,,,7,153,0.1889,3.082,2.5,0.6,142.89,231.09,224.83,3.66,0.1822,1980.0,5.41,1.5,8,25984.0,0
0,14.1,,,,,,,7,153,0.1598,2.38,2.0,2.49,165.44,35.03,303.86,2.76,0.2684,1340.0,3.67,0.999,8,16439.0,0
0,14.1,,,,10.344,,,12,153,0.3996,2.712,1.628,28.59,264.82,76.15,2.84,3.8,0.2207,1630.0,4.47,0.819,9,14722.0,0
0,19.7,,,,,,,7,153,0.2795,0.9857,0.71,14.19,216.28,34.49,98.67,1.26,1.007,357.0,0.979,0.122,3,2218.0,2
0,17.04,,,,5.307,,,7,153,0.4222,2.159,1.248,7.87,128.68,153.83,341.27,3.07,0.3106,1160.0,3.17,0.24,0,24012.0,0
0,12.34,,,,,,,7,153,0.0501,3.015,2.864,10.67,154.59,219.04,30.47,3.17,0.1883,1910.0,5.24,1.87,8,26183.0,0
0,14.25,,,,2.48611,,,4,153,0.4548,2.194,1.196,3.85,173.11,231.84,256.92,3.19,0.3033,1190.0,3.25,0.213,0,18559.0,0
0,14.63,,,,,,,7,153,0.0837,2.147,1.967,3.36,261.22,31.21,29.47,2.33,0.3134,1150.0,3.15,0.953,8,15666.0,0
