pha,H,G,diameter,albedo,rot_per,BV,UB,spec_B,spec_T,e,a,q,i,om,w,ma,ad,n,per,per.y,moid,class,data_arc,condition_code
0,15.57,,,,,,,7,153,0.1777,2.371,1.949,3.25,63.19,181.96,163.71,2.79,0.27,1330.0,3.65,0.937,8,10122.0,0
0,15.98,,,,,,,7,153,0.1584,2.321,1.953,2.39,209.99,1.63,270.63,2.69,0.2788,1290.0,3.54,0.948,8,21997.0,0
0,14.6,,,,,,,7,153,0.1512,2.311,1.962,5.96,97.0,222.8,191.23,2.66,0.2805,1280.0,3.51,0.954,8,10120.0,0
0,14.76,,,,2.53,,,7,153,0.2876,2.324,1.656,23.27,180.9,321.89,329.38,2.99,0.2781,1290.0,3.54,0.705,9,10090.0,0
0,14.71,,,,,,,7,153,0.143,2.548,2.184,13.42,159.71,81.98,344.65,2.91,0.2424,1490.0,4.07,1.22,8,11229.0,0
0,14.96,,,,,,,7,153,0.073,2.597,2.408,1.29,52.72,136.76,345.84,2.79,0.2355,1530.0,4.19,1.41,8,9925.0,0
0,14.07,,,,,,,7,153,0.2055,3.122,2.48,10.37,130.12,300.91,0.29,3.76,0.1787,2010.0,5.52,1.51,8,9764.0,0
0,15.57,,,,,,,7,153,0.1262,2.186,1.911,3.53,79.32,205.24,1.18,2.46,0.3049,1180.0,3.23,0.896,8,24383.0,0
0,14.17,,,,,,,7,153,0.218,2.319,1.813,25.95,301.57,20.62,176.73,2.82,0.2792,1290.0,3.53,0.812,8,11103.0,0
0,12.09,,,,,,,7,153,0.1215,5.269,4.628,9.29,256.28,179.84,317.51,5.91,0.0815,4420.0,12.1,3.64,11,9616.0,0
0,15.31,,,,,,,7,153,0.1056,2.295,2.053,6.98,282.93,278.11,326.76,2.54,0.2834,1270.0,3.48,1.06,8,9360.0,0
0,15.65,,,,,,,7,153,0.025,2.569,2.505,3.53,12.14,120.4,28.68,2.63,0.2394,1500.0,4.12,1.52,8,9275.0,0
0,14.24,,,,5.262,,,7,153,0.1145,2.379,2.107,5.5,218.71,84.08,130.86,2.65,0.2686,1340.0,3.67,1.1,8,14039.0,0
0,15.26,,,,,,,7,153,0.1616,2.561,2.147,3.9,14.23,142.89,43.86,2.97,0.2405,1500.0,4.1,1.16,8,9362.0,0
0,14.92,,,,,,,7,153,0.3,2.594,1.816,5.6,30.03,356.76,107.77,3.37,0.2359,1530.0,4.18,0.821,8,10278.0,0
0,15.13,,,,,,,7,153,0.158,2.661,2.24,3.55,180.48,185.52,51.08,3.08,0.2271,1590.0,4.34,1.24,8,10448.0,0
0,13.74,,,,,,,7,153,0.3323,3.129,2.089,24.63,348.58,245.93,200.53,4.17,0.1781,2020.0,5.53,1.2,8,24862.0,0
0,14.21,,,,,,,7,153,0.0894,3.031,2.76,15.77,348.74,0.78,136.0,3.3,0.1867,1930.0,5.28,1.75,8,10286.0,0
0,13.35,,,,,,,7,153,0.091,3.073,2.794,17.18,34.7,196.5,266.61,3.35,0.1829,1970.0,5.39,1.79,8,9324.0,0
0,13.67,,,,4.683,,,7,153,0.1871,3.176,2.581,3.02,79.57,165.64,174.33,3.77,0.1742,2070.0,5.66,1.57,8,11060.0,0
0,14.15,,,,,,,7,153,0.1159,3.203,2.832,0.63,154.72,86.96,156.29,3.57,0.1719,2090.0,5.73,1.82,10,9321.0,0
0,15.54,,,,,,,7,153,0.0706,2.157,2.004,1.9,315.95,197.65,181.35,2.31,0.3112,1160.0,3.17,1.01,8,11254.0,0
0,15.49,,,,,,,7,153,0.1423,2.152,1.846,3.25,44.25,262.17,72.85,2.46,0.3122,1150.0,3.16,0.835,8,15016.0,0
0,15.95,,,,,,,7,153,0.0715,2.208,2.05,5.62,153.16,73.41,44.3,2.37,0.3004,1200.0,3.28,1.05,8,9005.0,0
0,14.38,,,,6.61501,,,7,153,0.2311,2.685,2.065,4.91,101.6,260.19,284.67,3.31,0.224,1610.0,4.4,1.07,8,12338.0,0
0,14.59,,,,,,,7,153,0.1837,2.258,1.843,6.97,75.8,314.58,169.17,2.67,0.2905,1240.0,3.39,0.857,8,8952.0,0
0,15.89,,,,,,,7,153,0.0932,2.178,1.975,1.54,87.16,209.88,44.2,2.38,0.3066,1170.0,3.21,0.96,8,9010.0,0
0,15.49,,,,,,,7,153,0.1017,2.401,2.157,7.16,87.89,294.84,343.0,2.65,0.2649,1360.0,3.72,1.17,8,9046.0,0
0,14.51,,,,,,,7,153,0.1155,2.285,2.021,0.9,69.35,79.2,54.34,2.55,0.2854,1260.0,3.45,1.03,8,12463.0,0
0,15.13,,,,,,,7,153,0.1532,2.33,1.973,5.02,117.65,261.12,85.71,2.69,0.2771,1300.0,3.56,0.983,8,11110.0,0
0,14.31,,,,5.91,,,7,153,0.0741,2.286,2.117,4.73,106.38,345.58,112.92,2.46,0.2851,1260.0,3.46,1.13,8,10426.0,0
0,15.18,,,,,,,7,153,0.1,2.406,2.165,2.78,107.51,96.21,188.16,2.65,0.2641,1360.0,3.73,1.16,8,9054.0,0
0,15.7,,,,,,,7,153,0.1836,2.455,2.004,2.3,24.42,27.71,228.03,2.91,0.2562,1410.0,3.85,1.02,8,10369.0,0
0,14.99,,,,,,,7,153,0.1818,2.405,1.968,1.62,335.99,104.2,294.76,2.84,0.2642,1360.0,3.73,0.984,8,17533.0,0
0,14.31,,,,13.418,,,7,153,0.0465,2.364,2.254,6.46,351.34,191.25,271.79,2.47,0.2711,1330.0,3.64,1.26,8,11027.0,0
0,15.24,,,,,,,7,153,0.1689,2.57,2.136,4.38,94.32,100.47,348.42,3.0,0.2392,1510.0,4.12,1.14,8,11681.0,0
0,16.21,,,,,,,7,153,0.1988,2.41,1.931,5.04,150.2,280.1,274.47,2.89,0.2634,1370.0,3.74,0.953,8,8513.0,0
0,15.45,,,,,,,7,153,0.1354,2.423,2.094,2.02,119.65,55.71,193.51,2.75,0.2614,1380.0,3.77,1.1,8,10502.0,0
0,15.16,,,,,,,7,153,0.1096,2.529,2.252,3.71,86.38,242.3,248.36,2.81,0.2451,1470.0,4.02,1.24,8,9217.0,0
0,15.65,,,,,,,7,153,0.1614,2.59,2.172,3.57,5.85,157.64,353.89,3.01,0.2365,1520.0,4.17,1.18,8,10418.0,0
0,15.11,,,,,,,7,153,0.1198,2.56,2.253,2.89,313.34,297.86,304.17,2.87,0.2406,1500.0,4.1,1.24,8,8823.0,0
0,14.16,,,,,,,7,153,0.2032,2.89,2.302,1.51,120.68,226.32,240.61,3.48,0.2006,1790.0,4.91,1.3,8,24445.0,0
0,15.1,,,,,,,7,153,0.1315,2.656,2.307,11.95,11.38,187.85,259.6,3.01,0.2277,1580.0,4.33,1.31,8,18390.0,0
0,14.84,,,,,,,7,153,0.0161,2.874,2.827,3.26,100.67,200.5,308.72,2.92,0.2023,1780.0,4.87,1.81,8,9697.0,0
0,14.53,,,,,,,7,153,0.1141,3.048,2.7,1.71,152.63,204.92,108.51,3.4,0.1852,1940.0,5.32,1.7,8,10947.0,0
0,15.34,,,,,,,7,153,0.081,2.473,2.273,3.32,127.57,161.89,74.54,2.67,0.2534,1420.0,3.89,1.26,8,10900.0,0
0,14.02,,,,,,,7,153,0.1544,3.167,2.678,6.99,206.52,167.74,15.06,3.66,0.1749,2060.0,5.64,1.68,8,10241.0,0
0,14.07,,,,,,,7,153,0.1184,3.072,2.708,12.5,124.08,261.86,81.8,3.44,0.1831,1970.0,5.38,1.75,8,8874.0,0
0,13.46,,,,,,,7,153,0.1681,3.17,2.637,1.26,58.55,226.51,133.69,3.7,0.1746,2060.0,5.64,1.62,8,25235.0,0
0,15.73,,,,4.21,,,7,153,0.175,2.372,1.957,1.57,110.12,142.62,317.5,2.79,0.2697,1330.0,3.65,0.944,8,10052.0,0
0,15.2,,,,,,,7,153,0.1094,2.275,2.026,6.62,34.99,4.98,29.92,2.52,0.2873,1250.0,3.43,1.03,8,10806.0,0
0,14.92,,,,,,,7,153,0.1757,2.335,1.924,2.12,160.64,318.69,245.03,2.74,0.2763,1300.0,3.57,0.941,8,10219.0,0
0,14.95,,,,,,,7,153,0.1731,2.431,2.01,3.43,71.49,217.35,245.25,2.85,0.26,1380.0,3.79,0.996,8,9008.0,0
0,14.58,,,,,,,7,153,0.0723,2.193,2.034,0.97,107.72,311.16,187.43,2.35,0.3035,1190.0,3.25,1.05,8,15414.0,0
0,15.62,,,,,,,7,153,0.179,2.23,1.831,6.42,100.98,214.89,254.95,2.63,0.296,1220.0,3.33,0.822,8,9982.0,0
0,15.14,,,,,,,7,153,0.0986,2.649,2.388,4.7,139.3,142.99,95.0,2.91,0.2286,1580.0,4.31,1.37,8,9559.0,0
0,14.66,,,,13.0037,,,7,153,0.197,2.393,1.921,3.73,16.5,15.2,281.65,2.86,0.2663,1350.0,3.7,0.928,8,13028.0,0
0,15.65,,,,,,,7,153,0.1156,2.347,2.076,3.49,25.66,349.05,47.18,2.62,0.2741,1310.0,3.6,1.08,8,10622.0,0
0,16.08,,,,,,,7,153,0.0888,2.321,2.115,6.48,192.84,62.92,217.27,2.53,0.2787,1290.0,3.54,1.11,8,22307.0,0
0,14.71,,,,14.8015,,,7,153,0.2499,2.299,1.725,20.82,322.43,279.33,249.38,2.87,0.2827,1270.0,3.49,0.842,8,16325.0,0
0,15.73,,,,1.78,,,7,153,0.1862,2.241,1.824,3.88,153.23,121.18,328.73,2.66,0.2938,1230.0,3.36,0.812,8,10456.0,0
0,16.65,,,,,,,7,153,0.1141,2.208,1.956,2.48,197.1,10.37,72.77,2.46,0.3005,1200.0,3.28,0.952,8,10040.0,0
0,16.05,,,,,,,7,153,0.0585,2.138,2.013,2.5,86.35,321.46,350.99,2.26,0.3152,1140.0,3.13,1.02,8,10244.0,0
0,14.57,,,,,,,7,153,0.1952,2.425,1.952,5.74,203.44,110.21,357.49,2.9,0.261,1380.0,3.78,0.948,8,11025.0,0
0,15.54,,,,,,,7,153,0.1552,2.247,1.899,1.92,171.48,103.36,315.31,2.6,0.2925,1230.0,3.37,0.885,8,18308.0,0
0,14.92,,,,,,,7,153,0.1521,2.21,1.873,6.28,355.23,288.61,16.59,2.55,0.3001,1200.0,3.28,0.87,8,11227.0,0
0,15.49,,,,,,,7,153,0.1289,2.262,1.97,6.15,354.28,219.49,346.06,2.55,0.2897,1240.0,3.4,0.97,8,13975.0,0
0,16.37,,,,,,,7,153,0.1601,2.255,1.894,0.94,18.22,234.28,329.27,2.62,0.291,1240.0,3.39,0.881,8,10340.0,0
0,15.2,,,,,,,7,153,0.0886,2.261,2.061,5.27,122.69,275.06,155.1,2.46,0.2899,1240.0,3.4,1.08,8,10003.0,0
0,15.61,,,,,,,7,153,0.1662,2.259,1.883,5.26,149.84,135.81,294.92,2.63,0.2903,1240.0,3.39,0.872,8,9971.0,0
0,15.1,,,,,,,7,153,0.2518,2.33,1.743,5.06,96.15,217.38,135.81,2.92,0.2772,1300.0,3.56,0.733,8,9945.0,0
0,14.88,,,,2.8,,,7,153,0.1278,2.332,2.034,6.93,226.05,45.24,179.65,2.63,0.2768,1300.0,3.56,1.03,8,11088.0,0
0,16.15,,,,,,,7,153,0.0488,2.259,2.149,5.91,310.0,250.69,357.28,2.37,0.2903,1240.0,3.4,1.16,8,13497.0,0
0,15.55,,,,,,,7,153,0.1747,2.126,1.755,1.12,235.75,93.79,110.21,2.5,0.3179,1130.0,3.1,0.745,8,18190.0,0
0,15.36,,,,,,,7,153,0.2411,2.322,1.762,6.23,324.13,325.11,178.87,2.88,0.2786,1290.0,3.54,0.751,8,14658.0,0
0,15.55,,,,,,,7,153,0.0906,2.248,2.044,7.15,11.73,249.58,325.28,2.45,0.2924,1230.0,3.37,1.04,8,18265.0,0
0,14.45,,,,,,,7,153,0.1356,2.751,2.378,2.35,298.21,78.02,251.82,3.12,0.216,1670.0,4.56,1.38,8,15945.0,0
0,14.76,,,,,,,7,153,0.1743,2.27,1.874,7.42,210.07,114.29,229.26,2.67,0.2882,1250.0,3.42,0.879,8,10458.0,0
0,15.52,,,,,,,7,153,0.1693,2.225,1.849,3.46,197.24,123.07,311.61,2.6,0.2969,1210.0,3.32,0.84,8,9977.0,0
0,15.11,,,,,,,7,153,0.1393,2.331,2.006,6.38,0.79,319.05,141.01,2.66,0.277,1300.0,3.56,1.0,8,14654.0,0
0,14.94,,,,4.597,,,7,153,0.224,2.363,1.834,3.2,106.53,221.55,89.3,2.89,0.2714,1330.0,3.63,0.824,8,11118.0,0
0,14.42,,,,,,,7,153,0.2062,2.287,1.815,4.03,49.92,287.83,196.31,2.76,0.285,1260.0,3.46,0.812,8,15596.0,0
0,15.83,,,,,,,7,153,0.121,2.247,1.975,3.27,53.47,243.85,300.37,2.52,0.2926,1230.0,3.37,0.963,8,9987.0,0
0,15.14,,,,,,,7,153,0.1055,2.446,2.188,3.01,17.66,331.69,298.1,2.7,0.2576,1400.0,3.83,1.18,8,18341.0,0
0,15.11,,,,,,,7,153,0.084,2.382,2.182,6.62,194.78,285.78,244.3,2.58,0.2681,1340.0,3.68,1.21,8,10615.0,0
0,14.86,,,,4.37,,,7,153,0.1481,2.291,1.952,3.87,65.74,250.96,218.89,2.63,0.2842,1270.0,3.47,0.943,8,8902.0,0
0,14.59,,,,32.36,,,7,153,0.216,2.393,1.876,3.36,121.57,291.59,287.82,2.91,0.2662,1350.0,3.7,0.891,8,14501.0,0
0,15.34,,,,,,,7,153,0.1934,2.361,1.904,3.51,65.9,207.89,149.7,2.82,0.2717,1320.0,3.63,0.89,8,9545.0,0
0,15.05,,,,,,,7,153,0.1245,2.417,2.116,1.19,3.37,123.83,187.36,2.72,0.2623,1370.0,3.76,1.13,8,9985.0,0
0,15.08,,,,23.0348,,,7,153,0.1739,2.289,1.891,7.39,28.63,279.82,236.79,2.69,0.2846,1260.0,3.46,0.895,8,10901.0,0
0,15.06,,,,23.6,,,7,153,0.1251,2.274,1.99,8.1,183.39,244.31,114.25,2.56,0.2874,1250.0,3.43,1.02,8,9978.0,0
0,15.71,,,,,,,7,153,0.1081,2.279,2.033,6.28,200.5,72.71,279.63,2.53,0.2865,1260.0,3.44,1.03,8,13493.0,0
0,15.31,,,,2.94,,,7,153,0.1594,2.279,1.915,6.48,44.57,243.39,279.04,2.64,0.2866,1260.0,3.44,0.911,8,10279.0,0
0,15.08,,,,,,,7,153,0.1299,2.25,1.958,4.19,215.94,23.07,1.82,2.54,0.292,1230.0,3.38,0.948,8,9980.0,0
0,14.59,,,,,,,7,153,0.2222,2.366,1.841,6.83,124.59,208.22,85.56,2.89,0.2708,1330.0,3.64,0.834,8,11120.0,0
0,15.2,,,,,,,7,153,0.0534,2.273,2.152,6.78,71.84,200.91,275.63,2.39,0.2875,1250.0,3.43,1.14,8,8830.0,0
0,15.8,,,,,,,7,153,0.1095,2.327,2.072,6.75,164.2,72.22,231.27,2.58,0.2777,1300.0,3.55,1.07,8,10803.0,0
0,14.59,,,,,,,7,153,0.1784,2.279,1.872,7.21,93.54,283.23,171.7,2.69,0.2865,1260.0,3.44,0.89,8,10998.0,0
0,15.6,,,,,,,7,153,0.1263,2.336,2.041,6.67,132.64,162.26,172.58,2.63,0.2761,1300.0,3.57,1.03,8,9856.0,0
0,13.43,,,,11.8785,,,7,153,0.2798,2.309,1.663,9.29,101.39,210.05,217.08,2.96,0.2808,1280.0,3.51,0.657,9,17137.0,0
0,15.48,,,,,,,7,153,0.0502,2.243,2.131,6.63,141.43,97.71,7.3,2.36,0.2933,1230.0,3.36,1.13,8,10391.0,0
0,14.6,,,,,,,7,153,0.0921,2.631,2.389,1.51,230.08,52.98,158.63,2.87,0.2309,1560.0,4.27,1.37,8,9099.0,0
0,15.29,,,,,,,7,153,0.1885,2.387,1.937,3.43,63.58,233.17,100.83,2.84,0.2672,1350.0,3.69,0.925,8,11062.0,0
0,15.47,,,,,,,7,153,0.131,2.541,2.208,1.0,194.72,128.49,233.61,2.87,0.2434,1480.0,4.05,1.2,8,8824.0,0
0,15.31,,,,,,,7,153,0.162,2.383,1.997,8.51,209.65,24.9,157.94,2.77,0.2679,1340.0,3.68,0.991,8,10567.0,0
0,15.86,,,,,,,7,153,0.1479,2.31,1.968,3.97,186.28,18.26,288.01,2.65,0.2807,1280.0,3.51,0.966,8,9269.0,0
0,15.16,,,,,,,7,153,0.1415,2.325,1.996,3.5,100.26,196.62,202.22,2.65,0.278,1290.0,3.55,0.981,8,8793.0,0
0,15.14,,,,6.15,,,7,153,0.042,2.312,2.215,5.98,147.86,250.03,100.16,2.41,0.2803,1280.0,3.52,1.23,8,9105.0,0
0,14.98,,,,,,,7,153,0.0716,2.712,2.518,4.96,78.69,219.62,53.41,2.91,0.2207,1630.0,4.47,1.51,8,9029.0,0
0,14.69,,,,5.0701,,,7,153,0.1848,2.354,1.919,6.28,261.64,31.48,162.34,2.79,0.2729,1320.0,3.61,0.907,8,9489.0,0
0,15.61,,,,,,,7,153,0.1335,2.339,2.027,4.91,176.6,80.55,209.14,2.65,0.2755,1310.0,3.58,1.02,8,9275.0,0
0,13.81,,,,,,,7,153,0.0612,2.975,2.793,10.93,91.98,204.98,169.73,3.16,0.1921,1870.0,5.13,1.78,8,9092.0,0
0,14.94,,,,,,,7,153,0.1163,2.283,2.018,5.45,254.12,258.52,25.31,2.55,0.2857,1260.0,3.45,1.04,8,10602.0,0
0,15.69,,,,7.64784,,,7,153,0.1225,2.344,2.057,6.56,192.03,9.5,245.46,2.63,0.2747,1310.0,3.59,1.05,8,10081.0,0
0,15.0,,,,4.529,,,7,153,0.1491,2.332,1.984,2.27,140.1,127.52,214.48,2.68,0.2768,1300.0,3.56,0.97,8,9489.0,0
0,14.89,,,,,,,7,153,0.1244,2.425,2.123,3.04,27.5,210.18,102.19,2.73,0.261,1380.0,3.78,1.11,8,10028.0,0
0,14.64,,,,,,,7,153,0.1256,2.38,2.081,6.97,98.47,202.92,141.07,2.68,0.2684,1340.0,3.67,1.07,8,9991.0,0
0,14.93,,,,,,,7,153,0.3089,2.7,1.866,8.89,107.72,290.07,347.21,3.53,0.2222,1620.0,4.44,0.896,8,24060.0,0
0,14.63,,,,,,,7,153,0.0721,2.998,2.782,4.15,196.78,227.54,74.22,3.21,0.1899,1900.0,5.19,1.8,8,11183.0,0
0,14.37,,,,,,,7,153,0.123,3.141,2.755,10.14,205.67,213.57,2.55,3.53,0.177,2030.0,5.57,1.77,8,10241.0,0
0,14.88,,,,6.094,,,7,153,0.2031,2.38,1.897,1.91,354.72,276.05,177.13,2.86,0.2685,1340.0,3.67,0.883,8,11274.0,0
0,14.77,,,,,,,7,153,0.1575,2.417,2.036,11.55,147.37,126.79,120.45,2.8,0.2623,1370.0,3.76,1.04,8,9028.0,0
0,14.34,,,,,,,7,153,0.0783,2.392,2.205,5.94,352.19,218.78,218.99,2.58,0.2664,1350.0,3.7,1.2,8,10503.0,0
0,13.79,,,,,,,7,153,0.1532,3.123,2.644,6.35,139.58,202.57,80.16,3.6,0.1786,2020.0,5.52,1.64,8,10236.0,0
0,14.81,,,,,,,7,153,0.0864,2.406,2.198,6.13,236.33,201.35,4.31,2.61,0.2641,1360.0,3.73,1.21,8,10418.0,0
0,13.33,,,,2.0,,,7,153,0.0762,2.985,2.757,11.02,143.93,117.06,240.83,3.21,0.1912,1880.0,5.16,1.76,8,10327.0,0
0,15.48,,,,19.111,,,7,153,0.2449,2.375,1.793,0.09,15.35,238.91,190.8,2.96,0.2693,1340.0,3.66,0.78,8,9156.0,0
0,14.58,,,,,,,7,153,0.2056,2.362,1.876,2.55,156.79,100.69,232.93,2.85,0.2715,1330.0,3.63,0.864,8,8995.0,0
0,13.95,,,,,,,7,153,0.0586,2.806,2.642,3.39,242.53,72.5,15.3,2.97,0.2097,1720.0,4.7,1.63,8,10708.0,0
0,13.87,,,,,,,7,153,0.037,2.912,2.804,1.42,192.62,190.15,212.93,3.02,0.1984,1810.0,4.97,1.81,8,9263.0,0
0,15.14,,,,,,,7,153,0.1935,2.34,1.887,4.03,167.84,67.57,277.5,2.79,0.2753,1310.0,3.58,0.881,8,10942.0,0
0,12.98,,,,,,,7,153,0.1128,3.059,2.714,10.09,358.58,306.18,164.98,3.4,0.1842,1950.0,5.35,1.72,8,10235.0,0
0,13.8,,,,,,,7,153,0.1298,3.09,2.689,12.94,236.33,220.58,6.66,3.49,0.1814,1980.0,5.43,1.72,8,9324.0,0
0,14.04,,,,,,,7,153,0.0381,3.085,2.968,5.71,69.53,131.94,267.16,3.2,0.1819,1980.0,5.42,1.97,8,11091.0,0
0,14.29,,,,7.8,,,7,153,0.139,2.353,2.026,7.11,40.3,269.11,201.68,2.68,0.273,1320.0,3.61,1.03,8,14966.0,0
0,13.95,,,,,,,7,153,0.1409,3.049,2.619,1.52,137.92,108.46,237.51,3.48,0.1852,1940.0,5.32,1.61,8,11116.0,0
0,13.2,,,,177.121,,,7,153,0.0127,3.139,3.099,4.59,124.0,12.96,300.09,3.18,0.1772,2030.0,5.56,2.11,8,9752.0,0
0,13.41,,,,,,,7,153,0.0856,3.205,2.931,5.94,82.79,152.12,146.99,3.48,0.1718,2100.0,5.74,1.92,10,9299.0,0
0,14.46,,,,,,,7,153,0.0608,2.914,2.737,1.98,177.19,133.94,277.57,3.09,0.1981,1820.0,4.97,1.72,8,11039.0,0
0,13.59,,,,10.94,,,7,153,0.0839,3.203,2.934,5.34,112.12,232.83,42.8,3.47,0.1719,2090.0,5.73,1.93,10,24324.0,0
0,13.27,,,,,,,7,153,0.0882,3.155,2.877,0.81,307.78,170.45,300.41,3.43,0.1759,2050.0,5.6,1.89,8,10184.0,0
0,13.59,,,,,,,7,153,0.1771,3.131,2.576,3.79,9.29,168.38,291.51,3.69,0.1779,2020.0,5.54,1.58,8,11962.0,0
0,13.81,,,,,,,7,153,0.1407,3.122,2.683,2.68,107.36,210.61,134.83,3.56,0.1787,2010.0,5.52,1.67,8,14618.0,0
0,13.11,,,,,,,7,153,0.1937,3.195,2.576,11.5,22.4,318.11,52.39,3.81,0.1726,2090.0,5.71,1.58,8,9345.0,0
0,15.2,,,,,,,7,153,0.1149,2.585,2.288,1.34,189.16,275.73,141.25,2.88,0.2371,1520.0,4.16,1.31,8,10193.0,0
0,13.83,,,,,,,7,153,0.199,3.169,2.538,1.31,11.1,291.63,102.04,3.8,0.1747,2060.0,5.64,1.52,8,10646.0,0
0,15.43,,,,4.491,,,7,153,0.1761,2.402,1.979,2.43,8.44,82.52,39.59,2.82,0.2648,1360.0,3.72,0.997,8,9904.0,0
0,13.41,,,,,,,7,153,0.1026,3.102,2.783,12.41,186.66,63.67,216.74,3.42,0.1804,2000.0,5.46,1.8,8,10405.0,0
0,14.2,,,,,,,7,153,0.1004,2.685,2.416,3.04,302.93,233.91,308.93,2.95,0.224,1610.0,4.4,1.42,8,12655.0,0
0,13.22,,,,,,,7,153,0.1019,3.211,2.884,4.71,163.11,63.79,176.03,3.54,0.1713,2100.0,5.75,1.88,10,11042.0,0
0,14.02,,,,,,,7,153,0.0857,3.216,2.94,1.64,344.35,312.92,92.13,3.49,0.1709,2110.0,5.77,1.93,10,15931.0,0
0,15.7,,,,,,,7,153,0.176,2.471,2.036,2.85,162.33,237.87,353.99,2.91,0.2538,1420.0,3.88,1.05,8,14342.0,0
0,15.0,,,,,,,7,153,0.0475,2.465,2.348,1.76,188.31,236.22,341.17,2.58,0.2546,1410.0,3.87,1.36,8,11362.0,0
1,17.51,,,,10.24,,,7,153,0.5698,1.219,0.524,3.2,307.41,324.77,152.97,1.91,0.7323,492.0,1.35,0.0336,1,24180.0,0
0,14.27,,,,7.74,,,7,153,0.1172,2.945,2.599,2.79,50.89,318.86,286.52,3.29,0.195,1850.0,5.05,1.6,8,10509.0,0
0,14.53,,,,,,,7,153,0.1546,2.56,2.164,7.84,85.63,298.18,313.44,2.96,0.2407,1500.0,4.1,1.18,8,14484.0,0
0,13.97,,,,3.42085,,,7,153,0.193,2.569,2.073,9.33,150.81,160.69,24.92,3.06,0.2393,1500.0,4.12,1.06,8,10775.0,0
0,14.51,,,,,,,7,153,0.0098,2.862,2.834,1.53,346.97,229.82,175.91,2.89,0.2036,1770.0,4.84,1.83,8,15672.0,0
0,16.81,,,,3.782,,,16,153,0.5241,1.576,0.75,11.4,338.95,305.8,118.86,2.4,0.4981,723.0,1.98,0.0627,1,8342.0,0
0,14.13,,,,,,,7,153,0.3357,2.556,1.698,10.58,247.31,111.68,158.14,3.41,0.2412,1490.0,4.09,0.73,8,15116.0,0
0,15.65,,,,,,,7,153,0.0908,2.251,2.047,2.65,56.43,112.3,307.16,2.46,0.2918,1230.0,3.38,1.05,8,17560.0,0
0,15.38,,,,,,,7,153,0.1401,2.305,1.982,6.16,281.59,82.02,109.16,2.63,0.2816,1280.0,3.5,0.992,8,9036.0,0
0,15.65,,,,1.0,,,7,153,0.145,2.226,1.903,2.98,197.2,210.57,200.82,2.55,0.2968,1210.0,3.32,0.913,8,9004.0,0
0,15.7,,,,,,,7,153,0.2092,2.295,1.815,7.34,80.26,267.09,135.87,2.78,0.2835,1270.0,3.48,0.827,8,9080.0,0
0,14.67,,,,,,,7,153,0.2915,2.61,1.849,4.89,208.58,196.06,65.89,3.37,0.2337,1540.0,4.22,0.859,8,12362.0,0
0,15.48,,,,,,,7,153,0.1588,2.249,1.892,2.81,205.61,121.27,231.41,2.61,0.2922,1230.0,3.37,0.883,8,8891.0,0
0,15.28,,,,,,,7,153,0.244,2.174,1.643,2.07,15.97,318.3,5.68,2.7,0.3075,1170.0,3.21,0.635,9,11186.0,0
0,12.13,,,,,,,7,153,0.1862,5.19,4.224,10.47,310.07,342.47,0.23,6.16,0.08335,4320.0,11.8,3.21,11,10041.0,0
0,15.59,,,,,,,7,153,0.1205,2.311,2.033,3.73,327.03,39.58,114.37,2.59,0.2805,1280.0,3.51,1.03,8,10079.0,0
0,14.86,,,,,,,7,153,0.2273,2.567,1.984,2.37,310.75,64.83,141.67,3.15,0.2396,1500.0,4.11,0.987,8,10693.0,0
0,15.38,,,,,,,7,153,0.2053,2.444,1.943,3.36,113.78,261.68,287.13,2.95,0.2579,1400.0,3.82,0.948,8,8891.0,0
0,15.38,,,,,,,7,153,0.1819,2.157,1.765,4.59,12.82,319.24,38.64,2.55,0.3111,1160.0,3.17,0.758,8,14994.0,0
0,15.56,,,,,,,7,153,0.0489,2.311,2.198,2.44,43.07,351.49,100.46,2.42,0.2805,1280.0,3.51,1.2,8,10114.0,0
0,15.66,,,,,,,7,153,0.2008,2.255,1.803,4.92,41.35,282.9,227.86,2.71,0.291,1240.0,3.39,0.799,8,11488.0,0
0,14.55,,,,4.863,,,7,153,0.1357,2.306,1.993,1.53,123.0,222.85,153.79,2.62,0.2815,1280.0,3.5,0.987,8,13181.0,0
0,15.57,,,,16.0432,,,7,153,0.1602,2.334,1.96,4.67,238.93,119.07,100.48,2.71,0.2765,1300.0,3.56,0.962,8,9796.0,0
0,15.18,,,,,,,7,153,0.1711,2.227,1.846,6.69,25.19,337.49,256.44,2.61,0.2966,1210.0,3.32,0.846,8,11572.0,0
0,13.61,,,,,,,7,153,0.0998,3.063,2.757,10.07,163.05,209.82,69.89,3.37,0.1839,1960.0,5.36,1.76,8,11171.0,0
0,15.17,,,,,,,7,153,0.1388,2.323,2.001,6.72,176.87,180.43,110.85,2.65,0.2783,1290.0,3.54,0.997,8,10610.0,0
0,14.42,,,,,,,7,153,0.1656,2.644,2.206,6.18,172.8,109.78,104.48,3.08,0.2292,1570.0,4.3,1.2,8,10025.0,0
0,14.37,,,,,,,7,153,0.0645,2.962,2.771,9.44,172.34,248.52,56.72,3.15,0.1934,1860.0,5.1,1.8,8,10820.0,0
0,15.09,,,,,,,7,153,0.0652,2.225,2.08,4.65,248.38,209.28,163.81,2.37,0.2969,1210.0,3.32,1.1,8,10180.0,0
